step_type,req_ids,s_time_s,d_time_s,batch_size,total_tokens,ctx_lens,computed_tokens,mm_items,0
enc_decode,chatcmpl-ff8d3e29f71847f987309549c8f48919,3174644.770104,0.014183,1,1,1468,1467,0,0
enc_decode,chatcmpl-ff8d3e29f71847f987309549c8f48919,3174644.784512,0.014193,1,1,1469,1468,0,0
enc_decode,chatcmpl-ff8d3e29f71847f987309549c8f48919,3174644.798928,0.014204,1,1,1470,1469,0,0
enc_decode,chatcmpl-ff8d3e29f71847f987309549c8f48919,3174644.813353,0.014191,1,1,1471,1470,0,0
enc_prefill,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174644.849110,0.335281,1,1346,1346,0,1,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.184805,0.014228,1,1,1347,1346,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.199252,0.014196,1,1,1348,1347,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.213680,0.014190,1,1,1349,1348,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.228099,0.014178,1,1,1350,1349,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.242499,0.014163,1,1,1351,1350,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.256880,0.014168,1,1,1352,1351,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.271267,0.014267,1,1,1353,1352,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.285761,0.014170,1,1,1354,1353,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.300166,0.014170,1,1,1355,1354,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.314556,0.014172,1,1,1356,1355,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.328946,0.014231,1,1,1357,1356,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.343395,0.014179,1,1,1358,1357,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.357800,0.014194,1,1,1359,1358,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.372227,0.014178,1,1,1360,1359,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.386628,0.014189,1,1,1361,1360,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.401037,0.014167,1,1,1362,1361,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.415428,0.014163,1,1,1363,1362,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.429809,0.014201,1,1,1364,1363,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.444232,0.014187,1,1,1365,1364,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.458639,0.014176,1,1,1366,1365,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.473037,0.014148,1,1,1367,1366,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.487403,0.014204,1,1,1368,1367,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.501828,0.014208,1,1,1369,1368,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.516260,0.014171,1,1,1370,1369,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.530651,0.014170,1,1,1371,1370,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.545045,0.014188,1,1,1372,1371,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.559451,0.014162,1,1,1373,1372,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.573834,0.014165,1,1,1374,1373,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.588231,0.014176,1,1,1375,1374,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.602632,0.014275,1,1,1376,1375,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.617129,0.014173,1,1,1377,1376,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.631527,0.014183,1,1,1378,1377,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.645929,0.014183,1,1,1379,1378,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.660336,0.014251,1,1,1380,1379,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.674802,0.014182,1,1,1381,1380,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.689205,0.014168,1,1,1382,1381,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.703591,0.014158,1,1,1383,1382,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.717968,0.014178,1,1,1384,1383,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.732367,0.014181,1,1,1385,1384,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.746769,0.014172,1,1,1386,1385,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.761157,0.014153,1,1,1387,1386,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.775533,0.014162,1,1,1388,1387,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.789917,0.014158,1,1,1389,1388,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.804296,0.014183,1,1,1390,1389,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.818700,0.014169,1,1,1391,1390,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.833098,0.014182,1,1,1392,1391,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.847510,0.014225,1,1,1393,1392,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.861961,0.014190,1,1,1394,1393,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.876378,0.014202,1,1,1395,1394,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.890804,0.014218,1,1,1396,1395,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.905245,0.014193,1,1,1397,1396,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.919663,0.014215,1,1,1398,1397,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.934105,0.014280,1,1,1399,1398,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.948617,0.014199,1,1,1400,1399,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.963049,0.014218,1,1,1401,1400,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.977489,0.014170,1,1,1402,1401,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174645.991886,0.014304,1,1,1403,1402,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.006415,0.014212,1,1,1404,1403,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.020849,0.014195,1,1,1405,1404,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.035270,0.014217,1,1,1406,1405,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.049711,0.014208,1,1,1407,1406,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.064149,0.014204,1,1,1408,1407,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.078593,0.014203,1,1,1409,1408,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.093029,0.014231,1,1,1410,1409,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.107484,0.014211,1,1,1411,1410,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.121923,0.014201,1,1,1412,1411,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.136350,0.014186,1,1,1413,1412,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.150762,0.014235,1,1,1414,1413,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.165221,0.014212,1,1,1415,1414,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.179656,0.014225,1,1,1416,1415,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.194106,0.014192,1,1,1417,1416,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.208524,0.014212,1,1,1418,1417,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.222962,0.014218,1,1,1419,1418,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.237407,0.014221,1,1,1420,1419,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.251856,0.014203,1,1,1421,1420,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.266282,0.014284,1,1,1422,1421,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.280797,0.014197,1,1,1423,1422,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.295219,0.014206,1,1,1424,1423,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.309650,0.014182,1,1,1425,1424,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.324059,0.014210,1,1,1426,1425,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.338497,0.014251,1,1,1427,1426,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.352971,0.014199,1,1,1428,1427,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.367392,0.014175,1,1,1429,1428,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.381791,0.014224,1,1,1430,1429,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.396240,0.014212,1,1,1431,1430,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.410677,0.014227,1,1,1432,1431,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.425128,0.014197,1,1,1433,1432,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.439558,0.014224,1,1,1434,1433,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.454017,0.014204,1,1,1435,1434,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.468447,0.014215,1,1,1436,1435,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.482890,0.014229,1,1,1437,1436,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.497352,0.014182,1,1,1438,1437,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.511764,0.014224,1,1,1439,1438,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.526209,0.014214,1,1,1440,1439,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.540646,0.014201,1,1,1441,1440,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.555071,0.014214,1,1,1442,1441,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.569510,0.014204,1,1,1443,1442,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.583939,0.014236,1,1,1444,1443,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.598401,0.014290,1,1,1445,1444,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.612917,0.014188,1,1,1446,1445,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.627330,0.014203,1,1,1447,1446,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.641759,0.014193,1,1,1448,1447,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.656189,0.014234,1,1,1449,1448,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.670643,0.014209,1,1,1450,1449,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.685075,0.014207,1,1,1451,1450,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.699504,0.014213,1,1,1452,1451,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.713943,0.014218,1,1,1453,1452,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.728448,0.014211,1,1,1454,1453,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.742885,0.014210,1,1,1455,1454,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.757319,0.014195,1,1,1456,1455,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.771738,0.014213,1,1,1457,1456,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.786173,0.014209,1,1,1458,1457,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.800608,0.014208,1,1,1459,1458,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.815039,0.014204,1,1,1460,1459,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.829469,0.014212,1,1,1461,1460,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.843905,0.014237,1,1,1462,1461,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.858367,0.014195,1,1,1463,1462,0,0
enc_decode,chatcmpl-04c02a2b8a4e4806a07a998dc11bdb79,3174646.872786,0.014231,1,1,1464,1463,0,0
enc_prefill,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174646.909351,0.339730,1,1403,1403,0,1,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.249481,0.014307,1,1,1404,1403,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.264022,0.014256,1,1,1405,1404,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.278500,0.014243,1,1,1406,1405,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.292968,0.014216,1,1,1407,1406,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.307409,0.014230,1,1,1408,1407,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.321883,0.014261,1,1,1409,1408,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.336367,0.014207,1,1,1410,1409,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.350798,0.014224,1,1,1411,1410,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.365246,0.014198,1,1,1412,1411,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.379665,0.014266,1,1,1413,1412,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.394154,0.014197,1,1,1414,1413,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.408574,0.014204,1,1,1415,1414,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.423016,0.014222,1,1,1416,1415,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.437460,0.014215,1,1,1417,1416,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.451902,0.014223,1,1,1418,1417,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.466347,0.014230,1,1,1419,1418,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.480800,0.014229,1,1,1420,1419,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.495253,0.014280,1,1,1421,1420,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.509755,0.014206,1,1,1422,1421,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.524192,0.014218,1,1,1423,1422,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.538632,0.014206,1,1,1424,1423,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.553063,0.014213,1,1,1425,1424,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.567506,0.014214,1,1,1426,1425,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.581942,0.014201,1,1,1427,1426,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.596368,0.014222,1,1,1428,1427,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.610811,0.014215,1,1,1429,1428,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.625247,0.014214,1,1,1430,1429,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.639683,0.014227,1,1,1431,1430,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.654131,0.014222,1,1,1432,1431,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.668577,0.014216,1,1,1433,1432,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.683014,0.014210,1,1,1434,1433,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.697450,0.014221,1,1,1435,1434,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.711895,0.014345,1,1,1436,1435,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.726461,0.014216,1,1,1437,1436,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.740899,0.014207,1,1,1438,1437,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.755327,0.014201,1,1,1439,1438,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.769754,0.014218,1,1,1440,1439,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.784203,0.014212,1,1,1441,1440,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.798635,0.014197,1,1,1442,1441,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.813064,0.014217,1,1,1443,1442,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.827507,0.014221,1,1,1444,1443,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.841952,0.014215,1,1,1445,1444,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.856392,0.014192,1,1,1446,1445,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.870807,0.014233,1,1,1447,1446,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.885260,0.014206,1,1,1448,1447,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.899691,0.014264,1,1,1449,1448,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.914177,0.014208,1,1,1450,1449,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.928606,0.014200,1,1,1451,1450,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.943029,0.014212,1,1,1452,1451,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.957466,0.014212,1,1,1453,1452,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.971898,0.014246,1,1,1454,1453,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174647.986366,0.014218,1,1,1455,1454,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.000808,0.014201,1,1,1456,1455,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.015230,0.014207,1,1,1457,1456,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.029660,0.014219,1,1,1458,1457,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.044122,0.014325,1,1,1459,1458,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.058683,0.014220,1,1,1460,1459,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.073126,0.014206,1,1,1461,1460,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.087556,0.014221,1,1,1462,1461,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.102000,0.014210,1,1,1463,1462,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.116433,0.014196,1,1,1464,1463,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.130855,0.014213,1,1,1465,1464,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.145288,0.014199,1,1,1466,1465,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.159713,0.014216,1,1,1467,1466,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.174151,0.014217,1,1,1468,1467,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.188595,0.014196,1,1,1469,1468,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.203012,0.014218,1,1,1470,1469,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.217452,0.014196,1,1,1471,1470,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.231871,0.014206,1,1,1472,1471,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.246300,0.014193,1,1,1473,1472,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.260713,0.014226,1,1,1474,1473,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.275162,0.014198,1,1,1475,1474,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.289583,0.014204,1,1,1476,1475,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.304027,0.014203,1,1,1477,1476,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.318450,0.014197,1,1,1478,1477,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.332871,0.014189,1,1,1479,1478,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.347282,0.014227,1,1,1480,1479,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.361728,0.014191,1,1,1481,1480,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.376148,0.014317,1,1,1482,1481,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.390688,0.014225,1,1,1483,1482,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.405134,0.014223,1,1,1484,1483,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.419579,0.014211,1,1,1485,1484,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.434010,0.014201,1,1,1486,1485,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.448434,0.014174,1,1,1487,1486,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.462827,0.014208,1,1,1488,1487,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.477260,0.014191,1,1,1489,1488,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.491672,0.014207,1,1,1490,1489,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.506101,0.014200,1,1,1491,1490,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.520522,0.014213,1,1,1492,1491,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.534957,0.014205,1,1,1493,1492,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.549392,0.014220,1,1,1494,1493,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.563832,0.014218,1,1,1495,1494,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.578273,0.014214,1,1,1496,1495,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.592709,0.014224,1,1,1497,1496,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.607155,0.014211,1,1,1498,1497,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.621589,0.014202,1,1,1499,1498,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.636016,0.014184,1,1,1500,1499,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.650422,0.014227,1,1,1501,1500,0,0
enc_decode,chatcmpl-ca44c385d899441eafeca2d5e9dc75bd,3174648.664881,0.014212,1,1,1502,1501,0,0
